,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags
598,1752741,76,Soyang Dam (소양강댐),"Built in October 1973, Soyang Dam is the largest dam in Korea. It stands 123 meters high and 530 meters long and can hold up to 29 million tons of water. The stored water which has become Soyangho Lake, is Korea's largest man-made lake, spanning a large area that borders the Gangwon-do cities and districts of Chuncheon, Hongcheon, Yanggu and Inje. Visitors can enjoy riding a ferry or walk on the 2.5 kilometer walking trail. Various restaurants and attractions are also nearby.",http://tong.visitkorea.or.kr/cms/resource/57/1583557_image2_1.jpg,"1128, Sinsaembat-ro, Chuncheon-si, Gangwon-do",127.8150725784,37.9487918001,"['manmade', 'ferry', 'million', 'districts', 'kilometer', 'nearby', 'long', 'soyangho', 'become', 'tons', 'meters', 'hold', 'lake', 'restaurants', 'built', 'large', 'october', 'hongcheon', 'cities', 'largest', 'walk', 'attractions', 'yanggu', '123', 'koreas', 'soyang', 'chuncheon', 'riding', 'high', 'walking', 'water', 'trail', 'stands', '29', '1973', 'dam', '530', 'borders', '25', 'spanning', 'inje', 'stored']"
599,2398114,76,Soyanggang Skywalk (소양강스카이워크),"Soyanggang Skywalk, stretching over the river, is 174 m long and the transparent glass floor covers 156 m of the section. The end of the skywalk is equipped with a circular plaza and an observatory. Visitors can enjoy an open view of the area while taking a rest. Its circular plaza is also equipped with a transparent floor and a good place for taking a photo with the background of the landscape. A “Ssogarisang” sculpture of leopard mandarin fish located on the opposite side of the plaza attracts visitors. The fountain water flows down from this sculpture at the fixed hours. A cozy photo zone and terrace are situated at the entrance to Soyanggang Skywalk, while the Soyang i(2)gyo Bridge, which is Chuncheon’s landmark, and Soyanggang Maiden Statue are situated right next to the Skywalk. Its night view with splendid lights is also well-known.",http://tong.visitkorea.or.kr/cms/resource/92/2392892_image2_1.jpg,"26785, Yeongseo-ro, Chuncheon-si, Gangwon-do",127.7242936044,37.8934354331,"['mandarin', 'fish', 'fixed', 'plaza', 'landmark', 'next', 'observatory', 'covers', 'long', 'landscape', 'end', 'opposite', 'statue', 'side', 'hours', 'splendid', 'rest', 'wellknown', '156', 'taking', 'transparent', 'right', '174', 'view', 'open', 'photo', 'soyanggang', 'circular', 'situated', 'soyang', 'good', 'bridge', 'cozy', 'chuncheons', 'leopard', 'river', '“', 'ssogarisang', 'sculpture', 'water', 'terrace', 'glass', 'stretching', 'night', 'attracts', 'section', 'fountain', 'i2gyo', 'equipped', 'flows', 'zone', 'lights', 'skywalk', 'background', 'maiden', '”', 'entrance', 'floor']"
600,790279,76,Soyangho Lake (Inje Section) (소양호-인제),"Soyangho Lake, one of the biggest manmade lakes in Korea, along with Chungjuho Lake, was created in 1973 when the world&rsquo;s fourth largest dam, Soyang Dam, standing 123 meters high, was constructed. The 60-kilometer watercourse connecting Chuncheon and Inje is a route along which you can enjoy the beautiful hills and streams of Naeseorak. In the Inje section, upstream of the lake, there are various species of fish such as carp, crusian, leather carp, mandarin fish and pond smelt, attracting many tourists and fisherman. Fishing spots are found in areas such as Gunchukgyo Bridge, Bupyeong, Gwandae-ri, and Sangsunaeri Fishing Pier. Also, from December and March when a portion of the lake near Gunchukgyo Bridge freezes, you can bore holes through the ice sheet and enjoy ice-fishing for pond smelt.",http://tong.visitkorea.or.kr/cms/resource/83/186683_image2_1.jpg,"133, Wonnam-ro, Inje-gun, Gangwon-do",128.14220748,38.015181919,"['manmade', 'mandarin', 'fish', 'worldrsquos', 'watercourse', 'hills', 'near', 'leather', 'soyangho', 'gunchukgyo', 'standing', 'meters', 'upstream', 'naeseorak', 'december', 'crusian', 'lake', 'tourists', 'pier', 'route', 'freezes', 'chungjuho', 'portion', 'carp', 'areas', 'sangsunaeri', 'march', 'fisherman', 'bore', 'largest', 'pond', 'bridge', 'beautiful', '123', 'holes', 'ice', 'soyang', 'chuncheon', 'connecting', 'streams', 'along', 'icefishing', 'high', 'smelt', 'sheet', 'spots', 'fourth', 'fishing', '1973', 'found', 'attracting', 'gwandaeri', '60kilometer', 'section', 'bupyeong', 'dam', 'species', 'created', 'inje', 'biggest', 'constructed', 'lakes']"
601,790190,76,Soyangho Lake (Yanggu Section) (소양호(양구)),"Soyangho Lake is a man-made lake that was created when Soyang Dam, the biggest rock-filled dam in Asia, was built in 1973. The lake is a hotspot for aquatic tourism and the lakeside road is an important route that connects Chuncheon and Yanggu. Driving from Chuncheon to the dam will take about one hour, but the Kwaeryongho Boat, a hovercraft that operates regularly on Soyangho Lake, only takes about 30 minutes. The hovercraft travels by ejecting air against the surface below, sending up a spray of water on either side of the boat to the delight of passengers. In the valley, visitors can see fish farms floating among the islets. When the water level is high, it is possible to travel on the lake all the way to Inje and Sinnam, enjoying the beautiful scenery of Seoraksan Mountain. Both tourists and locals regularly make use of the ferry service.",http://tong.visitkorea.or.kr/cms/resource/71/176171_image2_1.jpg,"Seokhyeon-ri, Yanggu-gun, Gangwon-do",128.0221877116,38.0194458116,"['manmade', '30', 'hour', 'air', 'fish', 'surface', 'floating', 'ferry', 'travels', 'level', 'service', 'driving', 'scenery', 'soyangho', 'hovercraft', 'locals', 'hotspot', 'sinnam', 'lake', 'boat', 'sending', 'side', 'tourists', 'aquatic', 'built', 'route', 'spray', 'farms', 'operates', 'connects', 'seoraksan', 'regularly', 'rockfilled', 'tourism', 'important', 'road', 'yanggu', 'beautiful', 'soyang', 'chuncheon', 'takes', 'see', 'way', 'kwaeryongho', 'valley', 'passengers', 'either', 'high', 'asia', 'lakeside', 'water', 'minutes', '1973', 'islets', 'ejecting', 'among', 'use', 'travel', 'dam', 'make', 'created', 'delight', 'enjoying', 'possible', 'take', 'inje', 'biggest', 'mountain']"
602,1754298,76,Soyangho Lake Ferry (소양호 유람선),"Soyangho Lake was created by the building of Soyanggang Dam in 1973, and holds approximately 2.7 billion tons of water. It is the largest lake in Korea, earning it the nickname of the ""inland sea."" Islands dot the landscape, and the lake is home to over 50 types of freshwater fish, making it a popular destination for watersports and fishing.",http://tong.visitkorea.or.kr/cms/resource/56/185856_image2_1.jpg,"1133, Sinsaembat-ro, Chuncheon-si, Gangwon-do",127.8161001765,37.9516748164,"['27', '50', 'fish', 'inland', 'destination', 'soyangho', 'dot', 'landscape', 'tons', 'lake', 'home', 'earning', 'freshwater', 'largest', 'making', 'building', 'soyanggang', 'billion', 'sea', 'islands', 'water', 'fishing', '1973', 'approximately', 'types', 'watersports', 'nickname', 'dam', 'popular', 'created', 'holds']"
603,2694022,82,Ssamyeon Dwaeji (싸면돼지),"It is a place where you can enjoy Korean BBQ. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is grilled pork belly.",http://tong.visitkorea.or.kr/cms/resource/65/2684865_image2_1.jpg,"50, Yulgok-ro, 2692beon-gil, Gangneung-si, Gangwon-do",128.9117375942,37.7517106412,"['famous', 'dishes', 'menu', 'gangneungsi', 'pork', 'restaurant', 'bbq', 'korean', 'belly', 'grilled']"
604,1751103,82,Ssarigol (싸리골),"Ssarigol is a Korean restaurant famous for serving rice cooked with gondeure (Cirsium Setidens), a plant which grows in the alpine regions of Gangwon-do. The savory and fresh taste of the gondeurenamul-bap has been the restaurant’s secret to success. Ssarigol has captivated the taste buds of its customers by offering healthy food at an affordable price. The main menu items include gondeurenamul-bap, and dotorimuk-muchim (seasoned acorn jelly).",http://tong.visitkorea.or.kr/cms/resource/58/1022458_image2_1.jpg,"1312, Jeongseon-ro, Jeongseon-eup, Jeongseon-gun, Gangwon-do",128.6596133051,37.3788515964,"['famous', 'fresh', 'gondeurenamulbap', 'menu', 'savory', 'buds', 'regions', 'secret', 'restaurants', 'grows', 'setidens', 'dotorimukmuchim', 'acorn', 'price', 'food', 'gondeure', 'cooked', 'main', 'include', 'restaurant', 'offering', 'cirsium', 'customers', 'jelly', 'affordable', 'captivated', 'healthy', 'alpine', 'items', 'serving', 'success', 'plant', 'rice', 'korean', 'seasoned', 'ssarigol', 'taste']"
605,628271,76,Statue of Soyanggang Maid (소양강처녀상),"This Soyanggang Maiden Statue stands high between Soyanggang Skywalk and Soyang i(2)gyo Bridge. This statue, representing Korea’s popular song Soyanggang Cheonyeo (maiden), is 12 m high in total, combining 5 m-high base stone and 7 m-high body. If you see it close to, the statue looks very big. The statue depicts a maiden who holds her skirt hem with one hand and reed with the other, and her breast-knot flapping in the wind. The base stone has the inscription of lyrics. The lyrics belong to the song Soyanggang Cheonyeo composed by Ban Ya-wol, who left hit songs, such as Crossing the Teary Pass of Bakdaljae, and Brokenhearted Miari Ridge.",http://tong.visitkorea.or.kr/cms/resource/55/2494755_image2_1.jpg,"2675, Yeongseo-ro, Chuncheon-si, Gangwon-do",127.7242936044,37.8934354331,"['big', 'mhigh', 'lyrics', 'song', '7', 'base', 'close', 'combining', 'bakdaljae', 'brokenhearted', 'miari', 'ridge', 'statue', 'cheonyeo', 'looks', 'flapping', 'ban', 'body', 'yawol', '5', 'songs', 'reed', 'hit', 'total', 'bridge', 'representing', 'koreas', 'soyanggang', 'soyang', 'see', 'belong', '12', 'high', 'composed', 'pass', 'stands', 'stone', 'crossing', 'i2gyo', 'inscription', 'popular', 'skirt', 'hem', 'depicts', 'breastknot', 'wind', 'left', 'skywalk', 'teary', 'maiden', 'hand', 'holds']"
606,2815002,80,Stay Gajin [Korea Quality] / 스테이가진 [한국관광 품질인증],"Stay Gajin is a pension located on Gajinhaebyeon-gil in Goseong-gun, Gangwon-do, facing the East Sea. 
Nestled between Gajin Port and Gonghyeonjin 2(i)-ri Beach, all of the nine guest rooms at Stay Gajin are ocean view rooms. A noticeable feature that captures the attention as soon as one walks into the guest room is the full wall window that reveals an open view of the East Sea. Since there are no entertainment facilities or other accommodation facilities around Stay Gajin, you can fall asleep peacefully while listening to the soothing sound of waves. In the morning, you can enjoy the luxury of waking up to the glorious sunrise in the East Sea. There is one guest room on the first floor, and it can accommodate up to four guests. On the second floor, there are four guest rooms, all of which are for two guests only. The fours guest rooms on the third floor which are the most popular guest rooms in Stay Gajin, are two-story rooms. The kitchen and living room are on the first floor, and the second floor is decorated as the bedroom area. The room is basically for two people, but it is big enough for up to four guests. Every guest room has its own kitchen where guests can cook, and a bathtub where they can enjoy lower-body bathing with a view of the sea. There is also a rooftop area reserved for guests and a cafe on the premises for food and beverages. 
Guests have great access to the nearby beach across the street from Stay Gajin. It is not a popular beach, so it does not attract many visitors; guests can enjoy a quiet outing like a private beach.",http://tong.visitkorea.or.kr/cms/resource/45/2812945_image2_1.jpg,"168, Gajinhaebyeon-gil, Jugwang-myeon, Goseong-gun, Gangwon-do",128.5068940513,38.364670444,"['fours', 'soon', 'great', 'nine', 'pension', 'twostory', 'reserved', 'people', 'food', 'facilities', 'attention', 'morning', 'third', 'gonghyeonjin', 'asleep', 'basically', 'every', 'reveals', 'captures', 'first', 'facing', 'gajin', 'sound', 'wall', 'gajinhaebyeongil', 'entertainment', 'around', 'guest', 'attract', 'ocean', 'port', 'premises', 'goseonggun', 'second', 'popular', 'like', 'feature', 'luxury', 'peacefully', 'stay', 'big', 'lowerbody', 'two', 'nestled', 'street', 'waves', 'enough', 'view', 'open', 'room', 'full', 'bathtub', 'beverages', 'rooms', 'east', 'four', 'soothing', 'waking', 'glorious', 'window', 'private', 'accommodate', 'kitchen', 'floor', 'accommodation', 'guests', 'decorated', 'nearby', 'listening', 'cook', 'bathing', 'walks', 'across', 'outing', '2iri', 'fall', 'since', 'living', 'sea', 'bedroom', 'noticeable', 'sunrise', 'access', 'rooftop', 'beach', 'cafe', 'quiet']"
607,2694056,82,STEAKING - Gangneung Branch (스테이크킹 강릉),"It is a place where you can enjoy various kinds of steak. This Western dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is steak.",http://tong.visitkorea.or.kr/cms/resource/75/2684875_image2_1.jpg,"13, Daehak-gil, Gangneung-si, Gangwon-do",128.8959333872,37.7541517175,"['famous', 'dishes', 'steak', 'menu', 'gangneungsi', 'western', 'restaurant', 'kinds']"
608,668605,80,Sun Cruise Hotel & Condo (썬크루즈),"Located on a coastal cliff in Jeongdongjin, a tourist destination known for having the best view of the sunrise in Korea, Sun Cruise 
Hotel & Condo is the world’s first on-land cruise themed resort.<Br><br>
Opened in 2002, the resort offers year-round luxurious accommodations. The hotel really is a specially designed cruise ship on land.  It is 165 meters in length, 45 meters in x_height, and 30,000 tons in weight. The Sun Cruise has 211 rooms, both condominium and hotel style, a Western and a Korean restaurant, revolving sky lounge, a night club, a karaoke, and sea water pool. It also offers six state-of-the-art function rooms for seminars and workshops. <Br><Br>
Relaxing in this unique hotel right by the sea and gazing at the mesmerizing sunset, guests will enjoy a refreshing retreat and take back wonderful memories.",http://tong.visitkorea.or.kr/cms/resource/55/1182655_image2_1.jpg,"950-39, Heonhwa-ro, Gangneung-si, Gangwon-do",129.0441027938,37.6836377628,"['165', 'sky', '30000', 'designed', 'tourist', '45', 'first', 'pool', 'seminars', 'guests', 'take', 'destination', 'onland', 'worlds', 'length', 'tons', 'meters', 'accommodations', 'sun', 'weight', '211', 'six', 'korean', 'land', 'unique', 'relaxing', 'condominium', 'cliff', 'back', 'resortbrbr', 'cruise', 'jeongdongjin', 'specially', 'western', 'function', 'retreat', 'mesmerizing', 'right', 'view', 'coastal', 'yearround', 'resort', 'style', 'sea', 'hotel', 'best', 'refreshing', '2002', 'luxurious', 'opened', 'restaurant', 'rooms', 'themed', 'sunrise', 'water', 'workshops', 'revolving', 'sunset', 'xheight', 'night', 'lounge', 'known', 'condo', 'stateoftheart', 'memories', 'ship', 'club', 'karaoke', 'really', 'brbr', 'wonderful', 'gazing']"
609,2366884,76,Sun Cruise Theme Park (썬크루즈 테마공원),"Sun Cruise Resort is a cruise-shaped resort located on a cliff 60 meters above sea level. Surrounding the resort is an extensive park, with themed gardens and sculptures. The park offers an exquisite landscape with its large man-made lake and coconut trees. The resort also has a sculpture park that displays 30 sculptures and a <em>jangseung</em> (traditional Korean totem pole) park with 250 jangseung totems from Andong. Visitors can also stop for a cup of coffee at a train-themed cafe or a sailboat-themed cafe.",http://tong.visitkorea.or.kr/cms/resource/33/205833_image2_1.JPG,"950-39, Heonhwa-ro, Gangneung-si, Gangwon-do",129.0420113165,37.6835710624,"['manmade', '30', 'level', 'jangseung', 'stop', 'landscape', 'displays', 'pole', 'meters', 'sun', '250', 'coffee', 'andong', 'surrounding', 'cliff', 'lake', 'traditional', 'cruise', 'large', 'cruiseshaped', 'extensive', 'trees', 'sculptures', 'resort', 'park', 'sea', 'gardens', 'sailboatthemed', 'totems', 'totem', '60', 'emjangseungem', 'sculpture', 'themed', 'cup', 'exquisite', 'trainthemed', 'korean', 'coconut', 'cafe']"
610,2694111,82,Sun Hansik (썬한식),"This is a place where you can enjoy soft tofu dishes. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is spicy seafood and soft bean curd stew.",,"1167, Yulgok-ro, Gangneung-si, Gangwon-do",129.0311037334,37.6910088789,"['famous', 'curd', 'dishes', 'soft', 'menu', 'gangneungsi', 'spicy', 'bean', 'restaurant', 'stew', 'korean', 'seafood', 'tofu']"
611,791712,76,Sundamgyegok Valley (순담계곡),"Located 5 kilometers northwest of Cheorwon-gun Office, Sundamgyegok Valley is one of the most beautiful valleys among the branches of the Hantangang River. It offers fantastic scenery of fascinating rock formations, steep cliffs, and ponds. The valley is filled with abundant water, trimmed by rare naturally white sand. Also, the stream behind the valley attracts many rafters each year.",http://tong.visitkorea.or.kr/cms/resource/22/1136222_image2_1.jpg,"143-3, Sundam-gil, Cheorwon-gun, Gangwon-do",127.2976020024,38.1755640602,"['trimmed', 'abundant', 'year', 'naturally', 'stream', 'cheorwongun', 'behind', 'cliffs', 'sand', 'rock', 'valleys', '5', 'fantastic', 'steep', 'hantangang', 'rare', 'white', 'beautiful', 'formations', 'filled', 'branches', 'valley', 'river', 'northwest', 'water', 'attracts', 'rafters', 'among', 'office', 'kilometers', 'fascinating', 'sundamgyegok', 'ponds', 'scenery']"
612,1074547,76,Sutasa Temple (수타사),"Gongjaksan Mountain (887 m), home to Sutasa Temple and named for its resemblance to a peacock proudly displaying its tail feathers, gives visitors a bird’s-eye-view of Hongcheon. From the bottom, Gongjaksan Mountain looks like a giant laying on his back, looking up to the sky. The mountain offers elegant azaleas in spring, beautiful fall foliage, majestic cliffs with unusual rocks, colonies of pine trees, and a serene snowscape in winter.<br><br> 

Sutasa Valley, stretching over 12 kilometers between Sutasa Temple and Nocheon-ri, is full of large ponds and broad bedrocks and is flanked by rocky cliffs and pine groves.<br><br> 

Located among the foothills, Sutasa Temple is an ancient temple built by Monk Wonhyo in AD 708. The temple boasts numerous cultural properties including the gabled roof of Daejeokgwangjeon, a bronze bell, a three-tiered pagoda, and Wolinseokbo, a biography of Buddha that has been designated as a National Treasure.",http://tong.visitkorea.or.kr/cms/resource/91/1583691_image2_1.jpg,"473, Sutasa-ro, Hongcheon-gun, Gangwon-do",127.9592113786,37.6987235582,"['threetiered', 'tail', 'serene', 'cliffs', 'birdseyeview', 'built', 'large', 'foliage', 'bell', 'bedrocks', 'flanked', 'spring', 'colonies', 'winterbrbr', 'monk', 'treasure', 'gabled', 'looking', 'snowscape', 'feathers', 'gongjaksan', 'buddha', 'temple', 'wolinseokbo', 'majestic', 'looks', 'ad', 'biography', 'numerous', '708', 'among', 'nocheonri', 'sutasa', 'kilometers', 'properties', 'like', 'roof', 'national', 'foothills', 'gives', 'peacock', 'hongcheon', 'unusual', 'ancient', 'displaying', 'trees', 'full', 'proudly', 'bottom', 'valley', 'boasts', '12', 'elegant', 'grovesbrbr', 'bronze', 'rocks', 'broad', 'wonhyo', 'rocky', 'sky', 'back', 'daejeokgwangjeon', '887', 'fall', 'home', 'beautiful', 'designated', 'cultural', 'azaleas', 'stretching', 'laying', 'named', 'pagoda', 'pine', 'resemblance', 'ponds', 'giant', 'mountain']"
613,2858506,82,Swing Café & Bakery (스윙까페&베이커리),"Located on the banks of Bukhangang River, Nami Island's Swing Caf&eacute; &amp; Bakery offers a peaceful scenery, nice music, as well as coffee and desserts to welcome all our guests! Swing Caf&eacute; &amp; Bakery will also be the stage for performances and exhibitions. Don't forget to try one of our delicious breads which are made fresh from the oven 3 times a day.",,"1 , Namiseom-gil, Chuncheon-si, Gangwon-do",127.5255090138,37.7963208193,"['guests', 'fresh', 'banks', 'times', 'coffee', 'stage', 'dont', 'try', 'desserts', 'nami', 'nice', 'forget', 'cafeacute', 'performances', 'exhibitions', 'breads', '3', 'peaceful', 'islands', 'bukhangang', 'music', 'river', 'amp', 'swing', 'welcome', 'day', 'bakery', 'made', 'scenery', 'delicious', 'oven']"
614,2589979,76,Taebaek Coal Museum (태백석탄박물관),"Taebaek Coal Museum is located where coal was first discovered within Korea. While coal has declined in use, the resource served an important role in the modernization of the nation. The museum is a place where you can learn about the history of Korea’s coal industry through well-organized exhibitions.",http://tong.visitkorea.or.kr/cms/resource/35/662035_image2_1.jpg,"195, Cheonjedan-gil, Taebaek-si, Gangwon-do",128.950517339,37.1173955894,"['first', 'history', 'learn', 'industry', 'nation', 'important', 'exhibitions', 'koreas', 'declined', 'museum', 'wellorganized', 'taebaek', 'served', 'modernization', 'resource', 'use', 'discovered', 'within', 'coal', 'role']"
615,1829298,76,Taebaek Guwau Village (Alpine Botanical Garden) (태백 구와우마을(고원자생식물원)),"Guwau Village is located below Pijae Hill (also called Samsuryeong) at the entrance to Maebongsan Mountain. The village got its name because its topography resembles the scenery of nine cows peacefully lying around. The Alpine Botanical Garden is located 800-900 meters above sea level and protects the endangered alpine plant species from disappearing.
<br><br>
The botanical garden also offers visitors an opportunity to conveniently observe some rare flowers and plants. In August, when the sunflowers are in full bloom, the Taebaek Sunflower Festival is held at Guwau Village. In addition to celebrating the area’s wide array of colorful flowers, the festival also has a variety of attractions such as a drawing exhibition, a photo exhibition, and an environmental sculpture exhibition using repurposed materials.",http://tong.visitkorea.or.kr/cms/resource/81/1822281_image2_1.jpg,"38-33, Guwau-gil, Taebaek-si, Gangwon-do",128.9925108888,37.2070277734,"['got', 'peacefully', 'materials', 'conveniently', 'topography', '800900', 'august', 'name', 'level', 'bloom', 'guwau', 'brbr', 'resembles', 'meters', 'entrance', 'wide', 'protects', 'nine', 'exhibition', 'around', 'environmental', 'samsuryeong', 'areas', 'opportunity', 'called', 'rare', 'pijae', 'disappearing', 'festival', 'celebrating', 'endangered', 'attractions', 'photo', 'village', 'maebongsan', 'sea', 'full', 'taebaek', 'array', 'observe', 'flowers', 'using', 'sculpture', 'repurposed', 'addition', 'variety', 'botanical', 'hill', 'held', 'sunflowers', 'plants', 'sunflower', 'alpine', 'colorful', 'species', 'garden', 'plant', 'cows', 'drawing', 'scenery', 'lying', 'mountain']"
616,1987339,76,Taebaek Sangjang-dong Mural Village (태백 상장동 벽화마을),"Taebaek Sangjang-dong Mural Village, also called “Nambu Village”, is located in Sangjang-dong, Taebaek-si as the name refers. The village has been improved upon by residents who volunteered and shared their artistic talents to participate in Taebaek-si’s new village movement in 2011. Each alley throughout the village gives a unique and refreshing ambience that created a turning point in the village. Also, valuable events such as ‘Yeontan (briquette) painting contest’ are held for students and families to participate in and share their warm hearts. The Central Inland Region Train (O-Train), which began operating as of April 12, 2013 by Korail, stops in Taebaek-si, so tourists can easily reach the mural village via train.",http://tong.visitkorea.or.kr/cms/resource/42/1732342_image2_1.jpg,"64, Sangjangnam-gil, Taebaek-si, Gangwon-do",128.9903378666,37.1479095211,"['students', 'yeontan', 'name', 'taebaeksi', 'inland', 'via', 'contest', 'throughout', 'operating', 'nambu', 'improved', 'families', 'region', 'painting', 'unique', 'central', 'taebaeksis', 'ambience', 'upon', 'talents', 'hearts', 'tourists', 'easily', 'korail', 'gives', 'shared', 'turning', 'point', 'otrain', 'share', 'briquette', 'mural', 'called', 'valuable', 'village', 'participate', 'warm', 'events', '2013', 'volunteered', 'began', 'taebaek', 'alley', '“', '12', 'refreshing', 'residents', 'movement', 'new', 'stops', 'reach', 'refers', 'held', 'april', 'train', 'created', 'sangjangdong', '‘', 'artistic', '”', '2011']"
617,1074722,85,Taebaek Sunflower Festival (태백 해바라기축제),"The Taebaek Sunflower Festival takes place in Guwau Village, celebrating the area’s wide array of colorful wildflowers and endless field of sunflowers (the largest sunflower patch in Korea). The festival takes place in an area of 661,157 ㎡ filled with 300 species of wild flowers along with a sunflower field walking path. The festival offers hands-on program with wild flowers.",http://tong.visitkorea.or.kr/cms/resource/45/1936345_image2_1.jpg,"38-20, Guwau-gil, Taebaek-si, Gangwon-do",128.9896000402,37.2069499483,"['field', 'handson', 'wild', 'guwau', 'wide', 'patch', 'path', 'wildflowers', 'largest', 'festival', '㎡', 'celebrating', 'village', 'endless', 'takes', '300', 'along', 'filled', 'taebaek', 'array', 'flowers', 'walking', '661157', 'sunflowers', 'sunflower', 'colorful', 'species', 'program', 'areas']"
618,2004848,80,Taebaeksan Hanok Pension [Korea Quality] / 태백산 한옥펜션 [한국관광 품질인증],"Taebaeksan Hanok Pension (Taebaek Traditional Korean Guesthouse) is situated amid the clean highlands and beautiful scenery of the Taebaeksan and Hanbaeksan Mountains. This hanok guesthouse is full of antique items collected by the owner over a period of several years, creating a friendly atmosphere. Built using good-quality lumber that has lasted more than 200 years, this traditional guesthouse consists of 6 buildings of different sizes for various types of guests, including the Anchae, Sarangchae, Haengrangchae, and Dwianchae. In particular, the cozy studio-type house is popular among young people. 
The guesthouse was restored and opened in August 2007 by the owner couple following their return to their hometown after an absence of 42 years. As they have an interest in antiques, guests will find many interesting objects around the house, including a waterwheel, millstone, threshing instrument, and puffed grain manufacturing machine in the yard.
In general, Inje, Taebaek, and Daegwalleyong are well known for their clean air in Korea. The guesthouse offers beautiful seasonal views against a backdrop of majestic mountains. Guests can enjoy traveling around the surrounding tourist destinations and take a good rest amid the cool mountain breeze even in summer, and admire the snowbound natural landscape in winter. Of the nearby tourist attractions Cheoram Village, an ancient miners’ village, and Guwau Village, which holds the annual Sunflower Festival every August, are highly recommended. 
During the summer, guests can enjoy eating a sweet, refreshing watermelon while sitting on a straw mat or a BBQ in the yard. The owner may even offer guests baked sweet potatoes during the long winter nights. Furthermore, the guesthouse provides interesting traditional Korean culture and game programs including a Traditional Korean Wedding Ceremony, a Game of Yut, Rolling a Hoop, and Pounding Rice for Cakes.",http://tong.visitkorea.or.kr/cms/resource/11/2579111_image2_1.jpg,"34, Sorotgol-gil, Taebaek-si, Gangwon-do",128.9518972642,37.1342825662,"['several', 'august', 'cool', 'daegwalleyong', 'landscape', 'hanbaeksan', 'traditional', 'baked', 'built', 'rest', 'pension', 'situated', 'people', 'village', 'good', 'cozy', 'find', 'breeze', 'hoop', 'refreshing', 'natural', 'admire', 'objects', 'straw', 'programs', 'culture', 'guesthouse', 'cakes', 'items', 'different', 'take', 'every', 'sweet', 'threshing', 'lumber', 'hanok', 'potatoes', 'cheoram', 'studiotype', 'millstone', 'majestic', 'return', 'manufacturing', 'seasonal', 'around', 'snowbound', 'sarangchae', 'provides', 'attractions', 'summer', 'eating', 'taebaek', 'atmosphere', 'using', 'sizes', 'nights', 'recommended', 'waterwheel', 'among', 'dwianchae', 'period', '42', 'miners', 'annual', 'haengrangchae', 'particular', 'popular', 'sunflower', 'inje', 'tourist', 'may', 'destinations', 'anchae', 'taebaeksan', '2007', 'mat', 'highlands', 'consists', 'surrounding', 'general', 'backdrop', 'antiques', 'ancient', 'rolling', 'sitting', 'restored', 'even', 'views', 'instrument', 'full', 'years', 'friendly', 'collected', 'absence', 'opened', 'known', 'highly', 'yard', 'rice', 'korean', 'owner', 'scenery', 'hometown', 'holds', 'air', 'guests', 'machine', 'grain', 'nearby', 'guwau', 'buildings', 'amid', 'long', '200', 'pounding', 'young', 'antique', 'clean', '6', 'house', 'following', 'puffed', 'mountains', 'creating', 'festival', 'beautiful', 'couple', 'watermelon', 'interesting', 'yut', 'goodquality', 'traveling', 'interest', 'winter', 'ceremony', 'offer', 'types', 'wedding', 'furthermore', 'bbq', 'lasted', 'game', 'mountain']"
619,892611,85,Taebaeksan Mountain Snow Festival (태백산눈축제),"Taebaeksan Mountain Snow Festival presents large-scale snow sculptures in the national park, Jungang-ro, Hwangji Pond and other downtown areas. Also, various programs like Taebaeksan Mountain Snowflake Hiking Competition, Igloo Café, ice fountain, snow sliding, starlight festival, and more are planned for a fun and fantastic festival.",http://tong.visitkorea.or.kr/cms/resource/47/2580947_image2_1.jpg,"168, Cheonjedan-gil, Taebaek-si, Gangwon-do",128.9513838396,37.1203508223,"['starlight', 'competition', 'taebaeksan', 'jungangro', 'national', 'hwangji', 'largescale', 'planned', 'presents', 'downtown', 'fantastic', 'pond', 'festival', 'snowflake', 'ice', 'sculptures', 'park', 'igloo', 'snow', 'hiking', 'programs', 'fountain', 'fun', 'café', 'sliding', 'like', 'areas', 'mountain']"
